



































































































3 of 10 bots unlocked.
2 of 10 environments unlocked.



         432134 function calls (423152 primitive calls) in 14.181 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 font_manager.py:827(copy)
  279/276    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
      105    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 __init__.py:555(get_home)
        1    0.000    0.000    0.000    0.000 __init__.py:687(get_data_path)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:204(_sanity_check)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:36(_wrapit)
        9    0.000    0.000    0.000    0.000 fromnumeric.py:2227(amax)
       14    0.000    0.000    0.000    0.000 __init__.py:139(_check_size)
        3    0.000    0.000    0.000    0.000 six.py:837(wrapper)
        3    0.000    0.000    0.000    0.000 path.py:621(unit_rectangle)
        7    0.000    0.000    0.000    0.000 text.py:1119(set_position)
        1    0.000    0.000    0.000    0.000 image.py:180(_ImageBase)
        1    0.000    0.000    0.000    0.000 dates.py:951(DateLocator)
        1    0.000    0.000    0.000    0.000 _parser.py:300(__init__)
       30    0.000    0.000    0.000    0.000 getlimits.py:26(_fr1)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:59(<module>)
        2    0.000    0.000    0.000    0.000 selectors.py:351(register)
        1    0.000    0.000    0.000    0.000 __init__.py:656(_get_data_path)
      127    0.000    0.000    0.000    0.000 cycler.py:138(keys)
       10    0.000    0.000    0.000    0.000 transforms.py:1668(_set)
        1    0.000    0.000    0.000    0.000 units.py:43(<module>)
       14    0.000    0.000    0.000    0.000 os.py:673(__getitem__)
       52    0.000    0.000    0.000    0.000 function_base.py:241(iterable)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
        1    0.000    0.000    0.000    0.000 agraph.py:1311(_get_prog)
      576    0.000    0.000    0.000    0.000 inspect.py:2831(return_annotation)
      164    0.000    0.000    0.000    0.000 rcsetup.py:399(validate_string)
        1    0.000    0.000    0.000    0.000 win.py:2(<module>)
     19/1    0.000    0.000    0.000    0.000 node.py:249(Send_Position_Sensors_To_Simulator)
        8    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        3    0.000    0.000    0.000    0.000 threading.py:216(__init__)
      144    0.000    0.000    0.000    0.000 inspect.py:63(ismodule)
       21    0.000    0.000    0.000    0.000 pyparsing.py:2764(__str__)
        1    0.000    0.000    0.000    0.000 getlimits.py:455(iinfo)
        1    0.000    0.000    0.000    0.000 threading.py:1166(__init__)
        2    0.000    0.000    0.000    0.000 subprocess.py:1323(_get_handles)
      166    0.000    0.000    0.000    0.000 pyparsing.py:3336(<genexpr>)
       12    0.000    0.000    0.000    0.000 transforms.py:2313(get_matrix)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2455(__init__)
        8    0.000    0.000    0.000    0.000 _base.py:143(__init__)
      320    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1325(<genexpr>)
        6    0.000    0.000    0.000    0.000 {method 'min' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 numerictypes.py:285(_add_types)
        1    0.000    0.000    0.000    0.000 twodim_base.py:327(tri)
        1    0.000    0.000    0.000    0.000 case.py:351(TestCase)
        1    0.000    0.000    0.000    0.000 shlex.py:300(split)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
        3    0.000    0.000    0.000    0.000 rcsetup.py:108(validate_path_exists)
      115    0.000    0.000    0.000    0.000 pyparsing.py:2175(__str__)
        6    0.000    0.000    0.000    0.000 backend_macosx.py:88(draw_idle)
      480    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1200(setName)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4088(__init__)
       29    0.000    0.000    0.000    0.000 text.py:1130(set_x)
      324    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
       88    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 arrayprint.py:67(_make_options_dict)
      204    0.000    0.000    0.000    0.000 numeric.py:1515(<genexpr>)
       10    0.000    0.000    0.000    0.000 numeric.py:2896(__exit__)
       18    0.000    0.000    0.000    0.000 pyrosim.py:834(send_motor_neuron)
        1    0.000    0.000    0.000    0.000 agraph.py:1555(_which)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
       22    0.000    0.000    0.000    0.000 patches.py:411(set_capstyle)
      224    0.000    0.000    0.000    0.000 patches.py:1822(<genexpr>)
        2    0.000    0.000    0.000    0.000 transforms.py:1763(transform_path_affine)
      194    0.000    0.000    0.000    0.000 ticker.py:234(set_axis)
        1    0.000    0.000    0.000    0.000 text.py:863(get_prop_tup)
        3    0.000    0.000    0.000    0.000 __init__.py:35(__deprecate_private_class)
        2    0.000    0.000    0.000    0.000 _base.py:2690(set_axisbelow)
        1    0.000    0.000    0.000    0.000 database.py:373(Command_Available)
        1    0.000    0.000    0.000    0.000 database.py:1312(Get_Unique_Commands_Votes)
        3    0.000    0.000    0.000    0.000 __init__.py:481(PYFUNCTYPE)
       58    0.000    0.000    0.000    0.000 __init__.py:20(__new__)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4936(<genexpr>)
      373    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
        1    0.000    0.000    0.000    0.000 tempfile.py:414(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 _datasource.py:35(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2710(MaskedArray)
        1    0.000    0.000    0.000    0.000 text.py:1980(Annotation)
        2    0.000    0.000    0.000    0.000 figure.py:173(__init__)
        1    0.000    0.000    0.000    0.000 table.py:204(Table)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
       13    0.000    0.000    0.000    0.000 __init__.py:1619(isEnabledFor)
       51    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
        1    0.000    0.000    0.000    0.000 relativedelta.py:2(<module>)
        3    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4934(<lambda>)
        4    0.000    0.000    0.000    0.000 transforms.py:1637(__init__)
       25    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        2    0.000    0.000    0.000    0.000 backend_bases.py:3270(export)
        2    0.000    0.000    0.000    0.000 __init__.py:63(process_projection_requirements)
        6    0.000    0.000    0.000    0.000 {method 'invalidate' of '_macosx.FigureCanvas' objects}
       32    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
      126    0.000    0.000    0.000    0.000 deprecation.py:115(deprecated)
       15    0.000    0.000    0.000    0.000 rcsetup.py:906(validate_animation_writer_path)
      204    0.000    0.000    0.000    0.000 patches.py:1815(<genexpr>)
        1    0.000    0.000    0.000    0.000 font_manager.py:939(FontManager)
      503    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
       32    0.000    0.000    0.000    0.000 warnings.py:482(__exit__)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1145(__init__)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1589(resetCache)
        1    0.000    0.000    0.000    0.000 body.py:120(Send_Head_Objects)
       25    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
        1    0.000    0.000    0.000    0.000 __init__.py:813(__init__)
       16    0.000    0.000    0.000    0.000 rcsetup.py:178(validate_axisbelow)
       93    0.000    0.000    0.000    0.000 pyparsing.py:219(__init__)
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
       12    0.000    0.000    0.000    0.000 _base.py:920(_set_artist_props)
       17    0.000    0.000    0.000    0.000 proprioceptiveSensor.py:25(Send_To_Simulator)
        1    0.000    0.000    0.000    0.000 selectors.py:347(__init__)
        1    0.000    0.000    0.000    0.000 path.py:21(Path)
      236    0.000    0.000    0.000    0.000 font_manager.py:679(get_size)
        1    0.000    0.000    0.000    0.000 scale.py:85(LogTransformBase)
        1    0.000    0.000    0.000    0.000 head.py:92(Send_Objects_To_Simulator)
       18    0.000    0.000    0.000    0.000 object.py:73(Send_Position_Sensor_To_Simulator)
       10    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
      324    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
      132    0.000    0.000    0.000    0.000 stride_tricks.py:254(<genexpr>)
        6    0.000    0.000    0.000    0.000 core.py:1145(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1078(<listcomp>)
        8    0.000    0.000    0.000    0.000 _base.py:156(set_prop_cycle)
       32    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 _sitebuiltins.py:19(__call__)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:2931(__array_finalize__)
        2    0.000    0.000    0.000    0.000 selectors.py:234(register)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2729(parseImpl)
        1    0.000    0.000    0.000    0.000 geo.py:442(LambertAxes)
        6    0.000    0.000    0.000    0.000 _methods.py:30(_amin)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1298(addParseAction)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        8    0.000    0.000    0.000    0.000 figure.py:447(_get_axes)
        1    0.000    0.000    0.000    0.000 body.py:116(Send_Head_Joints)
      101    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
       67    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        1    0.000    0.000    0.000    0.000 patches.py:3901(FancyArrowPatch)
       15    0.000    0.000    0.000    0.000 docstring.py:84(__call__)
        1    0.000    0.000    0.000    0.000 mathtext.py:2037(Ship)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
       18    0.000    0.000    0.000    0.000 touchSensor.py:26(Send_To_Simulator)
        1    0.000    0.000    0.000    0.000 numerictypes.py:440(_set_array_types)
        1    0.000    0.000    0.000    0.000 pyrosim.py:1488(_collect_sensor_data)
        1    0.000    0.000    0.000    0.000 __init__.py:792(<dictcomp>)
       45    0.000    0.000    0.000    0.000 docstring.py:44(update)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:2084(IdentityTransform)
       26    0.000    0.000    0.000    0.000 core.py:55(is_style_file)
        2    0.000    0.000    0.000    0.000 figure.py:120(add)
        4    0.000    0.000    0.000    0.000 figure.py:950(set_edgecolor)
        1    0.000    0.000    0.000    0.000 head.py:53(Send_Joints_To_Simulator)
      204    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      435    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
      413    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 numerictypes.py:766(_construct_lookups)
        1    0.000    0.000    0.000    0.000 {built-in method _graphviz.agwrite}
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2048(__call__)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2453(parseImpl)
        4    0.000    0.000    0.000    0.000 transforms.py:1648(_init)
      132    0.000    0.000    0.000    0.000 lines.py:526(set_markevery)
       20    0.000    0.000    0.000    0.000 positionSensor.py:32(Send_To_Simulator)
       10    0.000    0.000    0.000    0.000 {built-in method posix.close}
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
       15    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
       20    0.000    0.000    0.000    0.000 numeric.py:2592(geterr)
       60    0.000    0.000    0.000    0.000 function_base.py:13(_index_deprecate)
        3    0.000    0.000    0.000    0.000 shlex.py:294(__next__)
      236    0.000    0.000    0.000    0.000 font_manager.py:1065(score_style)
       29    0.000    0.000    0.000    0.000 text.py:1141(set_y)
        2    0.000    0.000    0.000    0.000 _subplots.py:203(subplot_class_factory)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        5    0.000    0.000    0.000    0.000 getlimits.py:71(<lambda>)
        2    0.000    0.000    0.000    0.000 __init__.py:175(compare_versions)
       55    0.000    0.000    0.000    0.000 rcsetup.py:667(__call__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1113(ParserElement)
        7    0.000    0.000    0.000    0.000 pyparsing.py:3164(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:1359(_tzparser)
      120    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
      236    0.000    0.000    0.000    0.000 font_manager.py:1082(score_variant)
        1    0.000    0.000    0.000    0.000 trirefine.py:3(<module>)
       75    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       62    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
